epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,12.6959,1.10812,0.88688,1,0.47963,0.000410798,0.000410798,0.000410798
